,title,specs
931,MARSHALL – JCM-4100 – 100W VALVE AMPLIFIER,"{'wattage': '100W', 'channels': '2'}"
932,Beginner's Guide to Bobbin Lace (Beginner's Guide to Needlecraft),{'paperback': '80 pages'}
933,Beginner's Guide to Bobbin Lace (Beginner's Guide to Needlecraft),{'paperback': '80 pages'}
934,2012 Toyota Corolla LE - Gatineau,"{'white': 'Unknown', 'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '4'}"
935,2012 Toyota Corolla LE - Gatineau,"{'white': 'Unknown', 'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '4'}"
936,Zebra QuikCard ID Solution w/ P110i & Mag,"{'interface': 'USB', 'coming_soon': 'N/A', 'features': 'N/A', 'discontinued': 'Yes', 'printing_technology': 'Direct to Card', 'warranty_years': '1', 'operating_system': 'No'}"
937,"Storage Cabinet, 12 ga., 78 In. H, 48 In. W","{'finish': ': Powder Coated', 'gauge': ': 12', 'item': ': Storage Cabinet', 'number_of_shelves': ': 4', 'number_of_doors': ': 2', 'casters_included': ': No', 'number_of_drawers': ': 0', 'cabinet_color': ': Gray', 'assembledunassembled': ': Assembled'}"
938,Compucessory Air Power Dusters,"{'assembly_required': 'No', 'packaged_quantity': '2 / Pack'}"
939,GoPro: Majestic Wingsuit Flight in Switzerland,{'category': 'Technology'}
940,52 in. x 32 in. Rigid Denim Bib Overall in Dark Blue,"{'machine_washable': 'Yes', 'inseam': '32', 'insulated': 'No', 'color_family': 'Blue', 'size': 'Other'}"
941,"Chartpak Pickett Graphic Tape, 1/4' x 324', Matte, Black Item # 458375","{'color': 'black', 'quantity': '1'}"
942,prevent Slip bearing,"{'delivery_lead_time': 'depends on the quantity', 'payment_condition': 'T/T, PayPal'}"
943,Pokemon Ranger Shadows of Almia DS Game,"{'platform': 'Nintendo DS', 'rating': 'Everyone'}"
944,"Canon Ls555h Wallet Calculator - 8 Character[s] - Lcd - Solar, Battery Powered -...","{'number_of_display_digits': '8', 'product_type': 'Simple Calculator', 'power_source': 'Battery/Solar', 'assembly_required': 'No', 'display_screen_type': 'LCD', 'color': 'Black', 'packaged_quantity': '1 Each'}"
945,Palash Fashion's Royal Looking Sky Blue Color Net Designer Wedding Lehengas (product Code - Pls-ts-9208),"{'dupatta_fabric': 'Net', 'wash_care': 'Dry Clean only'}"
946,Polk Audio PSW10 10-Inch Powered Subwoofer and 50 similar items,{'unit_of_measure': 'Each'}
947,"Step2 Push Around Buggy Toddler Push Car, 10th Anniversary Edition, Red",{'batteries': '2 AA batteries required.'}
948,Maserati GranTurismo Prices & Deals - Iowa,"{'transmissions_available': '6-speed automatic', 'seating': '2 front, 2 rear', 'drive_wheels': 'Rear'}"
949,Dremel 932 Aluminium Oxide Grinding Stone,"{'batteries_included': 'No', 'measurement_system': 'inch', 'date_first_available': 'April 1, 2004', 'california_residents': 'Click here for Proposition 65 warning', 'size': 'Pack of 1', 'color': 'Silver'}"
950,Making Vision Stick,{'format': 'Hardcover'}
951,Giottos AA1900 Rocket Air Blaster Large - Black,{'color': 'Black'}
952,V7 Replacement Battery for Sony PCG-71913L OEM# VGP-BPS26 VGP-BPS26A 6 Cell,"{'number_of_cells': '6', 'product_name': 'Notebook Battery', 'battery_size': 'Proprietary Battery Size', 'http': '//www.v7-world.com', 'battery_chemistry': 'Lithium Ion (Li-Ion)'}"
953,Epson 48 Magenta Ink Cartridge (T048320),"{'supply_type': 'Ink', 'cartridge_yield_type': 'Standard'}"
954,"Rights of Man, Common Sense, and Other Political Writings (Oxford World's Classics)",{'paperback': '544 pages'}
955,1 HP Submersible 2-Wire Well Pump,"{'housing_material': 'Stainless steel', 'certifications_and_listings': 'CSA Listed'}"
956,Girls Rainbow Aviator Sunglasses,"{'value': '3.0', 'quality': '3.0'}"
957,"Multidex® Maltodextrin Wound Dressing, Gel, 3Oz",{'quantity': '1'}
958,"HP 91 Black, Multi Pack Ink Cartridge, HP C9480A - New & Original","{'oemcompatible': 'OEM', 'global_product_type': 'Print and Imaging Supplies-Ink/Ink Cartridges', 'type': 'Ink Cartridge', 'device_types': 'Wide Format Inkjet Printer', 'supply_type': 'Ink', 'colors': 'Black', 'color': 'Black'}"
959,"PTAC All-In-One Wall Sleeve, Rear Grille, Sub-Base and Drain Kit",{'color_family': 'Beige/bisque'}
960,Xiaomi Redmi Note 4X Dual SIM TD-LTE CN / Redmi Note 4 Premium Edition,"{'platform': 'Android', 'optical_zoom': '1 x', 'usb': 'USB 2.0', 'infrared': 'Yes', 'bluetooth': 'Bluetooth 4.1'}"
961,Collection LED MR 16 / 4 Watt / 30 watt Halogen replacement / 255 lumen / 6000k / 45 Degree Beam Angle / UL,"{'dimmable': 'No', 'color_temperature': '6000K', 'energy_star': 'No'}"
962,"ComplyRight Double-Window Self-Seal Envelopes For W-2 Tax Forms, 5 5/8' x 9 1/4', White, Pack Of 200 Item # 781068","{'paper_weight': '24 lb', 'envelope_closure': 'self-adhesive', 'quantity': '200', 'color': 'white'}"
963,The Republic,"{'x-ray': 'Enabled', 'format': 'Kindle Edition', 'sold_by': 'Amazon Media EU S.à r.l.'}"
964,Massaro Metal-Wrapped 6-Drawer Dresser - Hot-Rolled Steel,{'number_of_boxes': '1.'}
965,Rubber Mens Slipper,{'work': 'Printed'}
966,Details about 12'x10' Outdoor Patio Canopy Party Gazebo Shelter Hardtop w/ Mesh and Curtains,"{'frame_material': 'Aluminum', 'color': 'Beige'}"
967,Replacement Notebook Battery for Compaq Presario CQ62-206SO 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,{'color': 'Black'}
968,Sam Edelman Hayes Pointed Toe Suede Pump,"{'lining': 'Manmade', 'insole': 'Padded', 'upper': 'Suede', 'sole': 'Manmade'}"
969,Safco - E-Z Sort - Mailroom Furniture,"{'assembly_required': 'Yes', 'color': 'Gray'}"
970,48x24 Rectangular Computer Desk in Walnut,"{'product_type': 'Computer Desk', 'shape': 'Rectangular', 'assembly_required': 'Yes'}"
971,2008 PEUGEOT 308 XSE HDi T7 XSE HDi EGC Hatchback 5dr Seq. Mac 6sp 1.6DT [Feb] with 151857kms. Located in Melbourne VIC,"{'rim_size_rear': '16x7.0', 'rim_size_front': '16x7.0', 'fuel_delivery': 'Direct Injection', 'fuel_capacity': '60', 'model': '308', 'tyre_front_size': '205/55 R16', 'fuel_extra_urban': '4.1', 'engine': '1.6L Turbo Intercooled', 'cylinders': '4', 'tyre_rear_size': '205/55 R16', 'length': '4276', 'fuel_type': 'Diesel'}"
972,"Huggies New Born Combo Pack (2 Packs, 24 Count per Pack)","{'dishwasher_safe': 'No', 'is_portable': 'No'}"
973,Urban Trend Fruzen™ Ice Cream Scoop,{'color': 'White'}
974,Striped Sunsuit,"{'age_of_oldest_child': '6 Months - 1', 'number_of_kids': '1', 'age_of_youngest_child': '6 Months - 1'}"
975,Tropic of Capricorn,"{'publication_date': '4 Jun 2015', 'format': 'Paperback'}"
976,Skin Doctors Younger Hands 75 ml,{'serving_size': '100 Grams'}
977,"KONG Jumbler Ball Dog Toy, Medium/Large-Assorted","{'colour': 'Assorted', 'batteries_included': 'No', 'quantity': '1'}"
978,"Cisco 891F - router - ISDN/Mdm - desktop, rack-mountable","{'humidity_range_operating': '10 - 85% (non-condensing)', 'data_link_protocol': 'Ethernet, Fast Ethernet, Gigabit Ethernet', 'connectivity_technology': 'Wired', 'voltage_required': 'AC 120/230 V (50/60 Hz)'}"
979,Finish Line Long Sleeve Workout Top,"{'size': '10', 'level': '10K training', 'activity': 'Run'}"
980,Finish Line Long Sleeve Workout Top,"{'size': '10', 'level': '10K training', 'activity': 'Run'}"
981,Sony SSC-FB560 Analog Colour Box Camera With 700 TV Lines,"{'color_type': 'Color', 'resolution_tvl': '700', 'signal_mode': 'NTSC', 'sensitivity_lux': '0.08'}"
982,Sindoh M402/M403 Toner Cartridge (8000 Page Yield) (NM400T8KR),{'color': 'Black'}
983,5W CANDLE LED LAMP,"{'payment_condition': 'L/C or T/T', 'minimum_order': '1000pcs'}"
984,"2013 Toyota Tacoma - $28,034","{'doors': '4', 'transmission': 'Auto, 5 speed'}"
985,Details about New Dickies Men's Big Tall Rigid Denim Blanket Lined Work Coat Barn Jacket M-5XL,"{'pattern': 'Solid', 'size_type': 'Regular'}"
986,"Scotch® 311 Medium Duty Premium Grade Box Sealing Tape, 72 mm W x 100 m Roll L, 2 mil THK, Clear","{'weight': '0.0', 'volume': '0.0', 'thickness': '2 mil', 'color': 'Clear'}"
987,Applica Consumer Products BL6010 Performance Fusion Blade Digital Control Blender Countertop Stainless Steel,{'primary_color': 'BLACK'}
988,"2017 Jeep Grand Cherokee $39,032","{'audio_auxiliary_input': 'USB', 'transmission': 'Automatic', 'color': 'Black', 'features': 'Rear View Camera', 'mileage': '10'}"
989,"12 in. x 59 in. Board-N-Batten Shutters Pair, 3 Boards Spaced #166 Midnight Blue","{'color_family': 'Wood Shutter Height', 'in': '40 - 60 Shutter Width (in.)'}"
990,1086 RHC - N3R HC ENCLOSURE 10X8X6,{'color': 'ANSI 61 Gray'}
991,Echo Bar Stool,"{'back_style': 'Backless', 'type': 'Bar Stool', 'stain': 'Dark', 'arm_style': 'Armless', 'price': 'Get Price', 'features': 'Foot Rail', 'general_style': 'Contemporary'}"
992,Eileen Olde Bronze...,"{'bulbwatt': '1 - 100 watt Medium Base bulbs', 'finish': 'Olde Bronze', 'voltage': '110 to 120 Volt', 'certification': 'UL', 'usage': 'Interior Dry'}"
993,2000ml 2280-04 Gojo® E-2 Sanitizing Soap,"{'color': 'White', 'taa_compliant': 'Y'}"
994,2000ml 2280-04 Gojo® E-2 Sanitizing Soap,"{'color': 'White', 'taa_compliant': 'Y'}"
995,GoFit GF-PMAT Exercise Mat,{'color': 'Blue'}
996,Volkswagen Lupo 1.6 GTI 3dr (2016),"{'technical': 'Emissions-', 'interior': 'Seats-', 'previous_owners': '-', 'transmission': 'TypeManual, Gears-, Driven Wheels-', 'fuel': 'TypePetrol, Economy-', 'dimension': 'Vehicle height-, Vehicle width-', 'exterior': 'Doors3, ColourSilver, Body typeHatchback'}"
997,Bushnell 733960H 3-9X40 Trophy Multi X Rifle Scope and Laser Boresighter,"{'in': 'All Products', 'department': 'Optics › Scopes', 'details': 'Add To Cart', 'color': 'Blk'}"
998,Buffalo 8-Port Gigabit Green Ethernet PoE Web Smart Switch,{'network_communication': 'Layer Supported: 2'}
999,"2017 Mercedes SLS AMG 12V Power Ride on Toy with UV Lights, Leather Seat, Built in LCD TV","{'productgroup': 'Toy', 'binding': 'Toy', 'producttypename': 'TOYS_AND_GAMES', 'color': 'White'}"
1000,Plantronics Headset Acces.,"{'availability': 'In Stock', 'harmonization_code': 'COUNTRY OF ORIGIN', 'dimension': 'UNSPSC'}"
1001,"NEW! Laptop 40gb IDE 2.5"" 4200RPM Toshiba Hard Drive - MK4025GAS",{'warranty': 'One (1) Year [?]'}
1002,"NEW! Laptop 40gb IDE 2.5"" 4200RPM Toshiba Hard Drive - MK4025GAS",{'warranty': 'One (1) Year [?]'}
1003,VHC Brands Paloma Tab Top Curtain Panel by VHC Brands,{'care_instructions': 'Machine Wash'}
1004,Elementz Notched-Collar Eyelet Blazer,{'more': 'more...'}
1005,Ragalta Thermo Electric Cold Hot Dispenser,"{'fabric_content': '100% n/a', 'form_factor': 'Floor Stand', 'video_game_platform': 'PC'}"
1006,"#45 Aircraft Ext 6 OAL High Speed Steel Black Oxide Aircraft Extension Drills, NAS 907, Type B-Aircraft Extension Drills","{'lead_time': '2', 'weight': '0.0300'}"
1007,"#45 Aircraft Ext 6 OAL High Speed Steel Black Oxide Aircraft Extension Drills, NAS 907, Type B-Aircraft Extension Drills","{'lead_time': '2', 'weight': '0.0300'}"
1008,"EDSAL 2-Tier Locker with Recessed Handle - 12x18x36"" Openings - 1 Locker Wide - Unassembled - Gray","{'unit_of_measure': 'EA', 'item_width': '0'}"
1009,Little Giant 20qt Flat Back Bucket in Green (P20FBGREEN),{'color': 'Green'}
1010,"Oriental Weavers · Cayman · 5594 · Sand, Charcoal (K)",{'construction': 'Machine-Made'}
1011,"Oriental Weavers · Cayman · 5594 · Sand, Charcoal (K)",{'construction': 'Machine-Made'}
1012,Broan SP3004 30' Backsplash,"{'mount_type': 'Wall', 'color': 'Stainless Steel'}"
1013,Insurgent Images: The Agitprop Murals of Mike Alewitz,{'number_of_pages': '160'}
1014,Pirate Dragget Show Design T-Shirt,{'size': 'Size'}
1015,Ivu JaneTiered Skirt,"{'availability': 'In stock', 'season': 'Spring - Summer', 'colors': 'Yellow'}"
1016,New carbide insert Sandvik Coromant - TCMT32.52 2025 Turning Insert-box of 8,"{'ships_to': 'Worldwide,', 'quantity': '8'}"
1017,New carbide insert Sandvik Coromant - TCMT32.52 2025 Turning Insert-box of 8,"{'ships_to': 'Worldwide,', 'quantity': '8'}"
1018,Diaries Volume One : Prelude to Power EPUB,{'format': 'EPUB'}
1019,Special British Style Mens Shoes Lace Up Black Leather Snow Boots Warm Fur Lin Stylish 8,{'fastening': 'Lace Up'}
1020,6-1/2 in. Black Coat and Hat Hook with Red Ceramic Melon Knob Accents,"{'number_of_hooks': '2', 'storage_product_type': 'Wall Mounted Hooks', 'installation_type': 'Hardware', 'color_family': 'Black', 'hook_type': 'Coat/Hat'}"
1021,Cable Matters Cat6 Snagless Ethernet Patch Cable in Black 25 Feet.,"{'batteries_included': 'No', 'usage': 'personal', 'color': 'black'}"
1022,Cable Matters Cat6 Snagless Ethernet Patch Cable in Black 25 Feet.,"{'batteries_included': 'No', 'usage': 'personal', 'color': 'black'}"
1023,Cable Matters Cat6 Snagless Ethernet Patch Cable in Black 25 Feet.,"{'batteries_included': 'No', 'usage': 'personal', 'color': 'black'}"
1024,Ring Bearer's Gift Boxed Stretch Limousine,{'manufacturer_recommended_age': '3 years and up'}
1025,Kodak Professional Inkjet Matte Artist Canvas Paper Roll,"{'paper_finish': 'Matte', 'machine_compatibility': 'Wide-Format Printers/Plotters'}"
1026,Renault Megane Coupe 1.5 dCi Dynamique TomTom Energy 3dr (2015),"{'technical': 'Emissions-', 'interior': 'Seats-', 'previous_owners': '-', 'transmission': 'TypeManual, Gears-, Driven Wheels-', 'fuel': 'TypeDiesel, Economy-', 'dimension': 'Vehicle height-, Vehicle width-', 'exterior': 'Doors2, ColourBlack, Body typeCoupe'}"
1027,"3M™ General-Purpose Cleaner Concentrate, 1.9 Liters Item # 535819","{'eco-conscious': 'Less Harsh Chemicals', 'manufacturer': '3M Company', 'color': 'clear', 'eco-labelstandard': 'Green Seal', 'quantity': '1'}"
1028,Trim Part #: WP2193353B,{'category': 'Refrigerators and Freezers'}
1029,Trim Part #: WP2193353B,{'category': 'Refrigerators and Freezers'}
1030,"Cleveland, C15258 Q-Cobalt .1875"" 2175-TC Wide Land Parabolic Cobalt Screw Machine Drill, TiCN Surface Condition","{'point': '135° Split', 'construction': 'Wide Land Parabolic', 'shank': 'Straight'}"
1031,Felt Paper Tray Orange - Modern by Dwell Magazine,"{'assembly_details': 'no assembly required', 'package_quantity': '1', 'number_of_compartments': '1'}"
1032,Casio Women's LTPV002G-7B Gold Stainless-Steel Quartz Watch,"{'date': 'Yes', 'power': 'Battery', 'dial_color': 'White', 'band_material': 'Stainless Steel', 'display': 'Analog', 'movement': 'Quartz', 'chronograph': 'No'}"
1033,"1-3/8"" Steel Crowfoot Socket Wrench with 3/8"" Drive Size and Chrome Finish","{'drive_size': '3/8""', 'finish': 'Chrome', 'sae_or_metric': 'SAE'}"
1034,"2015 KIA Rio - $10,000","{'views': '2', 'drive_type': 'Front wheel drive', 'doors': '4', 'interior': 'Beige', 'status': 'Verified', 'transmission': 'Auto, 6 speed'}"
1035,TSP743D-24 - Star TSP700ii Series: TSP743 Receipt Printer,"{'recommended_use': 'Receipt Print', 'product_type': 'Direct Thermal Printer', 'maximum_print_resolution': '203 dpi', 'color': 'White'}"
1036,MegaRAID CacheCade - box pack,"{'packaged_quantity': '1', 'compatibility': 'PC', 'package_type': 'Retail', 'category': 'Utilities'}"
1037,MegaRAID CacheCade - box pack,"{'packaged_quantity': '1', 'compatibility': 'PC', 'package_type': 'Retail', 'category': 'Utilities'}"
1038,Ridler 645 Grey/Machined Face/Polished Lip 18x8 5-127 0mm 83.82mm,"{'availability': 'Call us for availability!', 'offset': '+0', 'hub': '83.82mm', 'quantity': '1', 'shipping': 'Calculated in Cart'}"
1039,Ridler 645 Grey/Machined Face/Polished Lip 18x8 5-127 0mm 83.82mm,"{'availability': 'Call us for availability!', 'offset': '+0', 'hub': '83.82mm', 'quantity': '1', 'shipping': 'Calculated in Cart'}"
1040,Ridler 645 Grey/Machined Face/Polished Lip 18x8 5-127 0mm 83.82mm,"{'availability': 'Call us for availability!', 'offset': '+0', 'hub': '83.82mm', 'quantity': '1', 'shipping': 'Calculated in Cart'}"
1041,2017 Honda Power Equipment EM4000S,{'year': '2017'}
1042,50pcs/lot*ULTRA HDTV MHL 3.0 to HDMI 2K*4K HD TV cable Adapter For Samsung Galaxy note 5 4/HTC/LG/NOKIA/XIAO MI,"{'package': 'No', 'quantity': '1 Lots (50 Piece / lot)'}"
1043,50pcs/lot*ULTRA HDTV MHL 3.0 to HDMI 2K*4K HD TV cable Adapter For Samsung Galaxy note 5 4/HTC/LG/NOKIA/XIAO MI,"{'package': 'No', 'quantity': '1 Lots (50 Piece / lot)'}"
1044,Java Modeling In Color With UML: Enterprise Components and Process,"{'edition': '1st Book', 'dimensions': '7 X 9-1/4'}"
1045,Waterproof Men Cosmetic Bag Hanging Makeup Bag Nylon Travel Organizer for Women Large Necessaries Make Up Case Wash Toiletry Bag,"{'quantity': '1 Piece', 'interior': 'Interior Zipper Pocket', 'closure_type': 'Zipper', 'decoration': 'None', 'pattern': 'Plain'}"
1046,Moccasins,{'measurements': 'Heel height 0.78 inches'}
1047,Dell Optiplex 9010 Tower i5-3570 3.40GHz 300GB (10K RPM) Tower,"{'current_stock': '1', 'shipping': 'Standard or Free Delivery', 'grade': 'Refurb'}"
1048,"Neoprene Armband Case for Cell Phones, iPhone, Blackberry, & MP3 Players - Black",{'color': 'Black'}
1049,Reluctant Lieutenant: From Basic to OCS in the Sixties (Williams-Ford Texas A&M University Military History Series),{'paperback': '336 pages'}
1050,Jaguar XJS Convertible 4.0 (1995),"{'technical': 'Emissions-', 'interior': 'Seats-', 'previous_owners': '-', 'transmission': 'TypeAutomatic, Gears-, Driven Wheels-', 'fuel': 'TypePetrol, Economy-', 'dimension': 'Vehicle height-, Vehicle width-'}"
1051,Boston Gear Helical 4:1 speed reducer,"{'ships_to': 'US & many other countries,'}"
1052,Cosrx Propolis Light Ampule 20ml,"{'product_group': 'Beauty', 'part_number': 'na', 'package_quantity': '1', 'binding': 'Misc.'}"
1053,ANP Lighting Warehouse Galvanized 20-Inch Outdoor Pendant with White Cord,{'resources': 'Outdoor Lighting Buying Guide'}
1054,‎DCN 260-078-32R-3D,"{'shank_size': '32mm', 'shank_type': 'Round', 'measurement_type': 'Metric', 'coolant': 'Through Hole'}"
1055,‎DCN 260-078-32R-3D,"{'shank_size': '32mm', 'shank_type': 'Round', 'measurement_type': 'Metric', 'coolant': 'Through Hole'}"
1056,"Lenovo A7700 (Black, 16 GB)","{'sim_type': 'Dual Sim', 'operating_system': 'Android Marshmallow 6', 'resolution_type': 'HD', 'expandable_storage': '32 GB', 'processor_core': 'Quad Core', 'color': 'Black'}"
1057,Syba 2 Port USB 3.0 and 2 Port SATA III PCIe 2.0 X 1 Card VLI/ASMedia Chipset...,"{'ships_to': 'US & many other countries,', 'location': 'US,', 'free_shipping': ', 14-Day Returns,'}"
1058,Japanese Ofuro Bathtub,"{'price': 'Get Price', 'general_style': 'Contemporary'}"
1059,"UTG 3-9X32 1"" BugBuster Scope, AO, RGB Mil-dot, QD Rings","{'color': 'Black', 'binding': 'Sports', 'numberofitems': '1'}"
1060,Charles Mill 46 in. Convertible Media Console Electric Fireplace in White,"{'certifications_and_listings': 'CSA Listed', 'assembly_required': 'Yes', 'color_family': 'White', 'colorfinish': 'White'}"
1061,POWER STEERING PUMP FORD RANGER,"{'intended_use': 'Replacement Part', 'year': '2010'}"
1062,"Lap Desk Originals Student Lap Desk, Assorted Colors (No Color Choice) Item # 226828",{'quantity': '1'}
1063,"Lap Desk Originals Student Lap Desk, Assorted Colors (No Color Choice) Item # 226828",{'quantity': '1'}
1064,HP LaserJet Pro MFP M426fdw Black and White Laser Printer,{'print_technology': 'Laser'}
1065,HP LaserJet Pro MFP M426fdw Black and White Laser Printer,{'print_technology': 'Laser'}
1066,Barbeque Utensil from India,"{'finish': 'Stainless Steel', 'features': '-'}"
1067,BQLZR Mini PCI-E Half to Full Size Extension Card Wireless WIFI PCI Adapter Bracket With Screws Pack of 2,{'color': 'Silver'}
1068,Culebra Dining Armchair,"{'type': 'Armchair', 'price': 'Get Price', 'general_style': 'Contemporary'}"
1069,Holtkotter Satin Nickel One-Light Table Lamp with Narrow Satin White Shade,"{'bulbwatt': '1 - 100 watt Medium bulbs', 'finish': 'Satin Nickel', 'voltage': '110 to 120 Volt'}"
